edge_id,source,target,edge_type,paper_id
E000220,FUNCTION_L1_記録・保存・整理系機能,FUNCTION_L2_データ・画像の記録,hierarchy,
E000221,FUNCTION_L2_データ・画像の記録,FUNCTION_L3_測定データをCSV形式で保存・解析することが可能,hierarchy,
E000222,ICT_L3_ThermoREC,FUNCTION_L3_測定データをCSV形式で保存・解析することが可能,ict_function,10
E000223,FUNCTION_L2_データ・現象の可視化,FUNCTION_L3_同時に複数箇所の温度を測定し比較することが可能,hierarchy,
E000224,ICT_L3_ThermoREC,FUNCTION_L3_同時に複数箇所の温度を測定し比較することが可能,ict_function,10
E000225,FUNCTION_L3_温度変化をリアルタイムで可視化することが可能,OPPORTUNITY_L3_気体濃度変化をリアルタイムに観察する活動,function_opportunity,10
E000226,OPPORTUNITY_L2_データを収集し分析・整理する探究,OPPORTUNITY_L3_CSVデータを用いた表計算ソフトでの解析する活動,hierarchy,
E000227,FUNCTION_L3_測定データをCSV形式で保存・解析することが可能,OPPORTUNITY_L3_CSVデータを用いた表計算ソフトでの解析する活動,function_opportunity,10
E000228,OPPORTUNITY_L2_物理量やエネルギーの変化を捉える観察,OPPORTUNITY_L3_熱平衡過程における2つの物体の温度変化を同時に観察・測定する活動,hierarchy,
E000229,FUNCTION_L3_同時に複数箇所の温度を測定し比較することが可能,OPPORTUNITY_L3_熱平衡過程における2つの物体の温度変化を同時に観察・測定する活動,function_opportunity,10
E000230,EFFECT_L2_科学的概念・法則の理解,EFFECT_L3_温度変化と仕事量との関係理解が深まる,hierarchy,
E000231,OPPORTUNITY_L3_気体濃度変化をリアルタイムに観察する活動,EFFECT_L3_温度変化と仕事量との関係理解が深まる,opportunity_effect,10
E000232,EFFECT_L2_科学的概念・法則の理解,EFFECT_L3_熱平衡の概念や仕組みに関する理解が深まる,hierarchy,
E000233,OPPORTUNITY_L3_気体濃度変化をリアルタイムに観察する活動,EFFECT_L3_熱平衡の概念や仕組みに関する理解が深まる,opportunity_effect,10
E000234,OPPORTUNITY_L3_CSVデータを用いた表計算ソフトでの解析する活動,EFFECT_L3_熱平衡の概念や仕組みに関する理解が深まる,opportunity_effect,10
E000235,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_熱力学現象への興味・関心が高まる,hierarchy,
E000236,OPPORTUNITY_L3_気体濃度変化をリアルタイムに観察する活動,EFFECT_L3_熱力学現象への興味・関心が高まる,opportunity_effect,10
E000237,OPPORTUNITY_L3_熱平衡過程における2つの物体の温度変化を同時に観察・測定する活動,EFFECT_L3_熱力学現象への興味・関心が高まる,opportunity_effect,10
E000238,UNIT_L3_物理,UNIT_L4_熱（熱と温度）,hierarchy,
E000239,EFFECT_L3_温度変化と仕事量との関係理解が深まる,UNIT_L4_熱（熱と温度）,effect_unit,10
E000240,EFFECT_L3_熱平衡の概念や仕組みに関する理解が深まる,UNIT_L4_熱（熱と温度）,effect_unit,10
E000241,EFFECT_L3_熱力学現象への興味・関心が高まる,UNIT_L4_熱（熱と温度）,effect_unit,10
E000242,ICT_L2_タブレット端末,ICT_L3_タブレット端末,hierarchy,
E000243,ICT_L1_ソフトウェア,ICT_L2_WEBマップ,hierarchy,
E000244,ICT_L2_WEBマップ,ICT_L3_ひまわり8号リアルタイムWEB,hierarchy,
E000245,ICT_L2_WEBマップ,ICT_L3_世界の雨分布統計,hierarchy,
E000246,ICT_L2_WEBマップ,ICT_L3_earth::地球の風天気雨の状況地図,hierarchy,
E000247,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_雲・降水・風の分布の視覚的比較が可能,hierarchy,
E000248,ICT_L3_タブレット端末,FUNCTION_L3_雲・降水・風の分布の視覚的比較が可能,ict_function,11
E000249,ICT_L3_ひまわり8号リアルタイムWEB,FUNCTION_L3_雲・降水・風の分布の視覚的比較が可能,ict_function,11
E000250,ICT_L3_世界の雨分布統計,FUNCTION_L3_雲・降水・風の分布の視覚的比較が可能,ict_function,11
E000251,OPPORTUNITY_L2_天体や自然現象の時間的変化を捉える観察,OPPORTUNITY_L3_雲・降水・風の関係を比較・観察する活動,hierarchy,
E000252,FUNCTION_L3_雲・降水・風の分布の視覚的比較が可能,OPPORTUNITY_L3_雲・降水・風の関係を比較・観察する活動,function_opportunity,11
E000253,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,OPPORTUNITY_L3_観察や実験で得た根拠をもとに水蒸気の起源を科学的に考察する活動,hierarchy,
E000254,FUNCTION_L3_雲・降水・風の分布の視覚的比較が可能,OPPORTUNITY_L3_観察や実験で得た根拠をもとに水蒸気の起源を科学的に考察する活動,function_opportunity,11
E000255,EFFECT_L2_結果を分析し考察する力,EFFECT_L3_複数の資料を関連づけて総合的に考察する力が育まれる,hierarchy,
E000256,OPPORTUNITY_L3_雲・降水・風の関係を比較・観察する活動,EFFECT_L3_複数の資料を関連づけて総合的に考察する力が育まれる,opportunity_effect,11
E000257,EFFECT_L2_自然現象等の理解,EFFECT_L3_地球規模での大気の循環に関する理解が深まる,hierarchy,
E000258,OPPORTUNITY_L3_雲・降水・風の関係を比較・観察する活動,EFFECT_L3_地球規模での大気の循環に関する理解が深まる,opportunity_effect,11
E000259,OPPORTUNITY_L3_観察や実験で得た根拠をもとに水蒸気の起源を科学的に考察する活動,EFFECT_L3_地球規模での大気の循環に関する理解が深まる,opportunity_effect,11
E000260,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_気象への興味・関心が高まる,hierarchy,
E000261,OPPORTUNITY_L3_雲・降水・風の関係を比較・観察する活動,EFFECT_L3_気象への興味・関心が高まる,opportunity_effect,11
E000262,OPPORTUNITY_L3_観察や実験で得た根拠をもとに水蒸気の起源を科学的に考察する活動,EFFECT_L3_気象への興味・関心が高まる,opportunity_effect,11
E000263,UNIT_L1_中学校,UNIT_L2_中学校2年,hierarchy,
E000264,UNIT_L2_中学校2年,UNIT_L3_地学,hierarchy,
E000265,UNIT_L3_地学,UNIT_L4_日本の気象（大気の働きと海洋の影響）,hierarchy,
E000266,EFFECT_L3_複数の資料を関連づけて総合的に考察する力が育まれる,UNIT_L4_日本の気象（大気の働きと海洋の影響）,effect_unit,11
E000267,EFFECT_L3_地球規模での大気の循環に関する理解が深まる,UNIT_L4_日本の気象（大気の働きと海洋の影響）,effect_unit,11
E000268,EFFECT_L3_気象への興味・関心が高まる,UNIT_L4_日本の気象（大気の働きと海洋の影響）,effect_unit,11
E000269,ICT_L1_ソフトウェア,ICT_L2_シミュレーションソフト,hierarchy,
E000270,ICT_L2_シミュレーションソフト,ICT_L3_スカイガイド,hierarchy,
E000271,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_天体の位置・時間を設定して再現観察が可能,hierarchy,
E000272,ICT_L3_スカイガイド,FUNCTION_L3_天体の位置・時間を設定して再現観察が可能,ict_function,13
E000273,FUNCTION_L2_比較・探索機能,FUNCTION_L3_児童ごとの個別操作・探索が可能,hierarchy,
E000274,ICT_L3_スカイガイド,FUNCTION_L3_児童ごとの個別操作・探索が可能,ict_function,13
E000275,OPPORTUNITY_L2_天体や自然現象の時間的変化を捉える観察,OPPORTUNITY_L3_月の位置や見え方の変化を複数の時刻で比較して観察する活動,hierarchy,
E000276,FUNCTION_L3_天体の位置・時間を設定して再現観察が可能,OPPORTUNITY_L3_月の位置や見え方の変化を複数の時刻で比較して観察する活動,function_opportunity,13
E000277,FUNCTION_L3_児童ごとの個別操作・探索が可能,OPPORTUNITY_L3_月の位置や見え方の変化を複数の時刻で比較して観察する活動,function_opportunity,13
E000278,EFFECT_L2_自然現象等の理解,EFFECT_L3_月の形と位置の変化に関する理解が深まる,hierarchy,
E000279,OPPORTUNITY_L3_月の位置や見え方の変化を複数の時刻で比較して観察する活動,EFFECT_L3_月の形と位置の変化に関する理解が深まる,opportunity_effect,13
E000280,UNIT_L3_生物,UNIT_L4_月と太陽（月の位置や形と太陽の位置）,hierarchy,
E000281,EFFECT_L3_月の形と位置の変化に関する理解が深まる,UNIT_L4_月と太陽（月の位置や形と太陽の位置）,effect_unit,13
E000282,ICT_L2_センサー・計測機器,ICT_L3_高橋式酸素センサ,hierarchy,
E000283,FUNCTION_L2_データ・現象の可視化,FUNCTION_L3_酸素濃度の瞬時測定が可能,hierarchy,
E000284,ICT_L3_高橋式酸素センサ,FUNCTION_L3_酸素濃度の瞬時測定が可能,ict_function,14
E000285,OPPORTUNITY_L2_効率的な観察,OPPORTUNITY_L3_短時間で測定・分析ができる実験活動,hierarchy,
E000286,FUNCTION_L3_酸素濃度の瞬時測定が可能,OPPORTUNITY_L3_短時間で測定・分析ができる実験活動,function_opportunity,14
E000287,OPPORTUNITY_L2_観察や実験結果・考察などを共有し他者と比較・確認する活動,OPPORTUNITY_L3_測定した値を共有しグループで協働的に結果を考察する活動,hierarchy,
E000288,FUNCTION_L3_酸素濃度の瞬時測定が可能,OPPORTUNITY_L3_測定した値を共有しグループで協働的に結果を考察する活動,function_opportunity,14
E000289,EFFECT_L2_主体的に学習に取り組む力,EFFECT_L3_観察や実験に主体的に取り組む姿勢が促される,hierarchy,
E000290,OPPORTUNITY_L3_短時間で測定・分析ができる実験活動,EFFECT_L3_観察や実験に主体的に取り組む姿勢が促される,opportunity_effect,14
E000291,OPPORTUNITY_L3_測定した値を共有しグループで協働的に結果を考察する活動,EFFECT_L3_根拠をもとに自分の考えを説明する力が育まれる,opportunity_effect,14
E000292,EFFECT_L3_観察や実験に主体的に取り組む姿勢が促される,UNIT_L4_生物と環境（生物と水空気との関わり）,effect_unit,14
E000293,EFFECT_L3_根拠をもとに自分の考えを説明する力が育まれる,UNIT_L4_生物と環境（生物と水空気との関わり）,effect_unit,14
E000294,ICT_L2_プレゼンテーションソフト,ICT_L3_Google_スライド,hierarchy,
E000295,ICT_L1_ソフトウェア,ICT_L2_表計算ソフト,hierarchy,
E000296,ICT_L2_表計算ソフト,ICT_L3_Googleスプレッドシート,hierarchy,
E000297,ICT_L3_Google_スライド,FUNCTION_L3_生徒間でのデータ・資料の共有・比較が可能,ict_function,16
E000298,FUNCTION_L1_分析・比較系機能,FUNCTION_L2_分析機能,hierarchy,
E000299,FUNCTION_L2_分析機能,FUNCTION_L3_データの自動グラフ化が可能,hierarchy,
E000300,ICT_L3_Googleスプレッドシート,FUNCTION_L3_データの自動グラフ化が可能,ict_function,16
E000301,OPPORTUNITY_L2_協働的に資料や成果物を編集・構築する活動,OPPORTUNITY_L3_クラウド上で成果を共有し協働的に確認・活用する活動,hierarchy,
E000302,FUNCTION_L3_生徒間でのデータ・資料の共有・比較が可能,OPPORTUNITY_L3_クラウド上で成果を共有し協働的に確認・活用する活動,function_opportunity,16
E000303,OPPORTUNITY_L2_データを収集し分析・整理する探究,OPPORTUNITY_L3_実験データを自動でグラフ化し結果を整理する活動,hierarchy,
E000304,FUNCTION_L3_データの自動グラフ化が可能,OPPORTUNITY_L3_実験データを自動でグラフ化し結果を整理する活動,function_opportunity,16
E000305,OPPORTUNITY_L2_観察結果の記録,OPPORTUNITY_L3_観察した内容を写真とコメントで記録する活動,hierarchy,
E000306,FUNCTION_L3_生徒間でのデータ・資料の共有・比較が可能,OPPORTUNITY_L3_観察した内容を写真とコメントで記録する活動,function_opportunity,16
E000307,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_温度と体積への変化に対する学習意欲の高まりが促される,hierarchy,
E000308,UNIT_L1_小学校,UNIT_L2_小学校4年,hierarchy,
E000309,UNIT_L2_小学校4年,UNIT_L3_化学,hierarchy,
E000310,UNIT_L3_化学,UNIT_L4_金属水空気と温度（温度と体積の変化）,hierarchy,
E000311,EFFECT_L3_温度と体積への変化に対する学習意欲の高まりが促される,UNIT_L4_金属水空気と温度（温度と体積の変化）,effect_unit,16
E000312,ICT_L2_シミュレーションソフト,ICT_L3_ステラナビゲータ,hierarchy,
E000313,FUNCTION_L2_映像・画像の表示・拡大,FUNCTION_L3_観察映像や資料の視認性向上が可能,hierarchy,
E000314,ICT_L3_ステラナビゲータ,FUNCTION_L3_観察映像や資料の視認性向上が可能,ict_function,19
E000315,FUNCTION_L1_共有・協働・通信系機能,FUNCTION_L2_共同編集・共同作業,hierarchy,
E000316,FUNCTION_L2_共同編集・共同作業,FUNCTION_L3_複数人による協働編集が可能,hierarchy,
E000317,ICT_L3_ステラナビゲータ,FUNCTION_L3_複数人による協働編集が可能,ict_function,19
E000318,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,OPPORTUNITY_L3_生徒同士で画面を共有しながら天体運動について意見を交わす活動,hierarchy,
E000319,FUNCTION_L3_観察映像や資料の視認性向上が可能,OPPORTUNITY_L3_生徒同士で画面を共有しながら天体運動について意見を交わす活動,function_opportunity,19
E000320,FUNCTION_L3_複数人による協働編集が可能,OPPORTUNITY_L3_生徒同士で画面を共有しながら天体運動について意見を交わす活動,function_opportunity,19
E000321,EFFECT_L2_基礎知識の定着と活用,EFFECT_L3_記述による説明の正確さが向上する,hierarchy,
E000322,OPPORTUNITY_L3_生徒同士で画面を共有しながら天体運動について意見を交わす活動,EFFECT_L3_記述による説明の正確さが向上する,opportunity_effect,19
E000323,EFFECT_L2_科学的に考える力,EFFECT_L3_思考力が高まる,hierarchy,
E000324,OPPORTUNITY_L3_生徒同士で画面を共有しながら天体運動について意見を交わす活動,EFFECT_L3_思考力が高まる,opportunity_effect,19
E000325,UNIT_L3_地学,UNIT_L4_天体の動きと地球の自転・公転（日周運動と自転）,hierarchy,
E000326,EFFECT_L3_記述による説明の正確さが向上する,UNIT_L4_天体の動きと地球の自転・公転（日周運動と自転）,effect_unit,19
E000327,EFFECT_L3_思考力が高まる,UNIT_L4_天体の動きと地球の自転・公転（日周運動と自転）,effect_unit,19
E000328,ICT_L1_ソフトウェア,ICT_L2_データ,hierarchy,
E000329,ICT_L2_データ,ICT_L3_高知大学気象情報頁,hierarchy,
E000330,FUNCTION_L2_データ・現象の可視化,FUNCTION_L3_インターネット気象データの即時検索が可能,hierarchy,
E000331,ICT_L3_高知大学気象情報頁,FUNCTION_L3_インターネット気象データの即時検索が可能,ict_function,19
E000332,FUNCTION_L2_共同編集・共同作業,FUNCTION_L3_複数生徒による画面共有が可能,hierarchy,
E000333,ICT_L3_高知大学気象情報頁,FUNCTION_L3_複数生徒による画面共有が可能,ict_function,19
E000334,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,OPPORTUNITY_L3_気象データの比較結果をもとに進路の特徴について意見を交わす活動,hierarchy,
E000335,FUNCTION_L3_インターネット気象データの即時検索が可能,OPPORTUNITY_L3_気象データの比較結果をもとに進路の特徴について意見を交わす活動,function_opportunity,19
E000336,FUNCTION_L3_複数生徒による画面共有が可能,OPPORTUNITY_L3_気象データの比較結果をもとに進路の特徴について意見を交わす活動,function_opportunity,19
E000337,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,OPPORTUNITY_L3_班で気象画像を分析しその内容をもとに考察を記述する活動,hierarchy,
E000338,FUNCTION_L3_インターネット気象データの即時検索が可能,OPPORTUNITY_L3_班で気象画像を分析しその内容をもとに考察を記述する活動,function_opportunity,19
E000339,FUNCTION_L3_複数生徒による画面共有が可能,OPPORTUNITY_L3_班で気象画像を分析しその内容をもとに考察を記述する活動,function_opportunity,19
E000340,EFFECT_L2_結果を分析し考察する力,EFFECT_L3_考察を正確にまとめる力が高まる,hierarchy,
E000341,OPPORTUNITY_L3_気象データの比較結果をもとに進路の特徴について意見を交わす活動,EFFECT_L3_考察を正確にまとめる力が高まる,opportunity_effect,19
E000342,OPPORTUNITY_L3_班で気象画像を分析しその内容をもとに考察を記述する活動,EFFECT_L3_考察を正確にまとめる力が高まる,opportunity_effect,19
E000343,OPPORTUNITY_L3_気象データの比較結果をもとに進路の特徴について意見を交わす活動,EFFECT_L3_思考力が高まる,opportunity_effect,19
E000344,UNIT_L2_小学校5年,UNIT_L3_地学,hierarchy,
E000345,UNIT_L3_地学,UNIT_L4_天気の変化,hierarchy,
E000346,EFFECT_L3_考察を正確にまとめる力が高まる,UNIT_L4_天気の変化,effect_unit,19
E000347,EFFECT_L3_思考力が高まる,UNIT_L4_天気の変化,effect_unit,19
E000348,FUNCTION_L2_データ・画像の記録,FUNCTION_L3_観察画像の撮影・保存が可能,hierarchy,
E000349,ICT_L3_カメラアプリ,FUNCTION_L3_観察画像の撮影・保存が可能,ict_function,19
E000350,FUNCTION_L2_比較・探索機能,FUNCTION_L3_撮影画像を用いた比較観察が可能,hierarchy,
E000351,ICT_L3_カメラアプリ,FUNCTION_L3_撮影画像を用いた比較観察が可能,ict_function,19
E000352,OPPORTUNITY_L2_観察や実験の結果をもとに科学的に考察を深める探究,OPPORTUNITY_L3_撮影画像を基に比較・考察する活動,hierarchy,
E000353,FUNCTION_L3_観察画像の撮影・保存が可能,OPPORTUNITY_L3_撮影画像を基に比較・考察する活動,function_opportunity,19
E000354,FUNCTION_L3_撮影画像を用いた比較観察が可能,OPPORTUNITY_L3_撮影画像を基に比較・考察する活動,function_opportunity,19
E000355,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,OPPORTUNITY_L3_班内で観察結果を共有し議論する活動,hierarchy,
E000356,FUNCTION_L3_撮影画像を用いた比較観察が可能,OPPORTUNITY_L3_班内で観察結果を共有し議論する活動,function_opportunity,19
E000357,EFFECT_L2_観察・実験の技能の習得,EFFECT_L3_実験の手順や方法に関する理解が深まる,hierarchy,
E000358,OPPORTUNITY_L3_撮影画像を基に比較・考察する活動,EFFECT_L3_実験の手順や方法に関する理解が深まる,opportunity_effect,19
E000359,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_でんぷんの生成や植物のはたらきに対する興味・関心が高まる,hierarchy,
E000360,OPPORTUNITY_L3_班内で観察結果を共有し議論する活動,EFFECT_L3_でんぷんの生成や植物のはたらきに対する興味・関心が高まる,opportunity_effect,19
E000361,UNIT_L3_生物,UNIT_L4_植物の養分と水の通り道（でんぷんのでき方）,hierarchy,
E000362,EFFECT_L3_実験の手順や方法に関する理解が深まる,UNIT_L4_植物の養分と水の通り道（でんぷんのでき方）,effect_unit,19
E000363,EFFECT_L3_でんぷんの生成や植物のはたらきに対する興味・関心が高まる,UNIT_L4_植物の養分と水の通り道（でんぷんのでき方）,effect_unit,19
E000364,ICT_L2_表示機器,ICT_L3_IWB(電子黒板),hierarchy,
E000365,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_実験結果の記録が可能,hierarchy,
E000366,ICT_L3_カメラアプリ,FUNCTION_L3_実験結果の記録が可能,ict_function,20
E000367,FUNCTION_L2_データ・資料の共有,FUNCTION_L3_実験結果の共有が可能,hierarchy,
E000368,ICT_L3_IWB(電子黒板),FUNCTION_L3_実験結果の共有が可能,ict_function,20
E000369,OPPORTUNITY_L2_実験結果の記録,OPPORTUNITY_L3_実験で得られた結果を記録・整理する活動,hierarchy,
E000370,FUNCTION_L3_実験結果の記録が可能,OPPORTUNITY_L3_実験で得られた結果を記録・整理する活動,function_opportunity,20
E000371,EFFECT_L2_科学的に考える力,EFFECT_L3_実験・観察で得られた結果をもとにした科学的な思考が深まる,hierarchy,
E000372,OPPORTUNITY_L3_実験で得られた結果を記録・整理する活動,EFFECT_L3_実験・観察で得られた結果をもとにした科学的な思考が深まる,opportunity_effect,20
E000373,EFFECT_L2_科学的に表現し説明する力,EFFECT_L3_科学的な表現力が向上する,hierarchy,
E000374,UNIT_L2_中学校3年,UNIT_L3_化学,hierarchy,
E000375,UNIT_L3_化学,UNIT_L4_水溶液とイオン（原子の成り立ちとイオン）,hierarchy,
E000376,EFFECT_L3_実験・観察で得られた結果をもとにした科学的な思考が深まる,UNIT_L4_水溶液とイオン（原子の成り立ちとイオン）,effect_unit,20
E000377,EFFECT_L3_科学的な表現力が向上する,UNIT_L4_水溶液とイオン（原子の成り立ちとイオン）,effect_unit,20
E000378,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_天体の動きを視覚的に確認できることが可能,hierarchy,
E000379,ICT_L3_タブレット端末,FUNCTION_L3_天体の動きを視覚的に確認できることが可能,ict_function,20
E000380,ICT_L3_ステラナビゲータ,FUNCTION_L3_天体の動きを視覚的に確認できることが可能,ict_function,20
E000381,FUNCTION_L2_学習支援・管理,FUNCTION_L3_反復学習が可能,hierarchy,
E000382,ICT_L3_タブレット端末,FUNCTION_L3_反復学習が可能,ict_function,20
E000383,ICT_L3_ステラナビゲータ,FUNCTION_L3_反復学習が可能,ict_function,20
E000384,OPPORTUNITY_L2_天体や自然現象の時間的変化を捉える観察,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,hierarchy,
E000385,FUNCTION_L3_天体の動きを視覚的に確認できることが可能,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,function_opportunity,20
E000386,OPPORTUNITY_L2_その他の探究,OPPORTUNITY_L3_生徒が自分の理解度に合わせて内容を繰り返し学ぶ活動,hierarchy,
E000387,FUNCTION_L3_反復学習が可能,OPPORTUNITY_L3_生徒が自分の理解度に合わせて内容を繰り返し学ぶ活動,function_opportunity,20
E000388,EFFECT_L2_自然現象等の理解,EFFECT_L3_天体の動きに関する理解が深まる,hierarchy,
E000389,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,EFFECT_L3_天体の動きに関する理解が深まる,opportunity_effect,20
E000390,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_星の動きや位置変化に対する興味・関心が高まる,hierarchy,
E000391,UNIT_L3_地学,UNIT_L4_天体の動きと地球の自転・公転,hierarchy,
E000392,EFFECT_L3_天体の動きに関する理解が深まる,UNIT_L4_天体の動きと地球の自転・公転,effect_unit,20
E000393,EFFECT_L3_星の動きや位置変化に対する興味・関心が高まる,UNIT_L4_天体の動きと地球の自転・公転,effect_unit,20
E000394,ICT_L2_学習支援・学習管理システム,ICT_L3_WebKF,hierarchy,
E000395,ICT_L3_WebKF,FUNCTION_L3_デジタルノートによる情報共有が可能,ict_function,23
E000396,FUNCTION_L2_データ・資料の共有,FUNCTION_L3_他者（他班）ノートの閲覧が可能,hierarchy,
E000397,ICT_L3_WebKF,FUNCTION_L3_他者（他班）ノートの閲覧が可能,ict_function,23
E000398,FUNCTION_L2_比較・探索機能,FUNCTION_L3_情報探索活動の蓄積が可能,hierarchy,
E000399,ICT_L3_WebKF,FUNCTION_L3_情報探索活動の蓄積が可能,ict_function,23
E000400,OPPORTUNITY_L2_仮説を立て・検証計画を立案する探究,OPPORTUNITY_L3_他班のデジタルノートを参照し自班の実験計画を検討する活動,hierarchy,
E000401,FUNCTION_L3_デジタルノートによる情報共有が可能,OPPORTUNITY_L3_他班のデジタルノートを参照し自班の実験計画を検討する活動,function_opportunity,23
E000402,FUNCTION_L3_他者（他班）ノートの閲覧が可能,OPPORTUNITY_L3_他班のデジタルノートを参照し自班の実験計画を検討する活動,function_opportunity,23
E000403,OPPORTUNITY_L2_意見や考察を交換し多様な視点を取りいれる討議活動,OPPORTUNITY_L3_デジタルノートの内容を参照しそれをもとに対面で意見を交わす活動,hierarchy,
E000404,FUNCTION_L3_他者（他班）ノートの閲覧が可能,OPPORTUNITY_L3_デジタルノートの内容を参照しそれをもとに対面で意見を交わす活動,function_opportunity,23
E000405,FUNCTION_L3_情報探索活動の蓄積が可能,OPPORTUNITY_L3_デジタルノートの内容を参照しそれをもとに対面で意見を交わす活動,function_opportunity,23
E000406,EFFECT_L2_協同的に学ぶ力・社会とのつながり,EFFECT_L3_他者の知識や考えを活用して自分の理解を深める学びが促進される,hierarchy,
E000407,OPPORTUNITY_L3_他班のデジタルノートを参照し自班の実験計画を検討する活動,EFFECT_L3_他者の知識や考えを活用して自分の理解を深める学びが促進される,opportunity_effect,23
E000408,EFFECT_L2_協同的に学ぶ力・社会とのつながり,EFFECT_L3_オンライン上での相互交流が対面での対話や協働的学びを促進する,hierarchy,
E000409,OPPORTUNITY_L3_デジタルノートの内容を参照しそれをもとに対面で意見を交わす活動,EFFECT_L3_オンライン上での相互交流が対面での対話や協働的学びを促進する,opportunity_effect,23
E000410,UNIT_L2_小学校5年,UNIT_L3_化学,hierarchy,
E000411,UNIT_L3_化学,UNIT_L4_ものの溶け方,hierarchy,
E000412,EFFECT_L3_他者の知識や考えを活用して自分の理解を深める学びが促進される,UNIT_L4_ものの溶け方,effect_unit,23
E000413,EFFECT_L3_オンライン上での相互交流が対面での対話や協働的学びを促進する,UNIT_L4_ものの溶け方,effect_unit,23
E000414,ICT_L2_シミュレーションソフト,ICT_L3_Mitaka_Plus,hierarchy,
E000415,ICT_L2_表示機器,ICT_L3_スクリーン,hierarchy,
E000416,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_天体の動きを時間経過に応じて連続的に再現することが可能,hierarchy,
E000417,ICT_L3_スクリーン,FUNCTION_L3_天体の動きを時間経過に応じて連続的に再現することが可能,ict_function,24
E000418,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_観測の日時や観測地点を変更して天体の位置を比較観察することが可能,hierarchy,
E000419,ICT_L3_スクリーン,FUNCTION_L3_観測の日時や観測地点を変更して天体の位置を比較観察することが可能,ict_function,24
E000420,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,hierarchy,
E000421,ICT_L3_スクリーン,FUNCTION_L3_撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,ict_function,24
E000422,FUNCTION_L2_空間・地形情報の可視化,FUNCTION_L3_表示画面全体を水平方向に回転させて視点の変化を再現することが可能,hierarchy,
E000423,FUNCTION_L3_天体の動きを時間経過に応じて連続的に再現することが可能,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,function_opportunity,24
E000424,FUNCTION_L3_観測の日時や観測地点を変更して天体の位置を比較観察することが可能,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,function_opportunity,24
E000425,OPPORTUNITY_L2_空間的配置や方位の変化を捉える観察,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,hierarchy,
E000426,FUNCTION_L3_撮影した観察地点のパノラマ写真を地上画像として取り込むことが可能,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,function_opportunity,24
E000427,FUNCTION_L3_表示画面全体を水平方向に回転させて視点の変化を再現することが可能,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,function_opportunity,24
E000428,EFFECT_L2_自然現象等の理解,EFFECT_L3_方位や位置関係に関する理解が深まる,hierarchy,
E000429,OPPORTUNITY_L3_星の連続的な動きを視覚的に観察する活動,EFFECT_L3_方位や位置関係に関する理解が深まる,opportunity_effect,24
E000430,OPPORTUNITY_L3_地上画像を分析して方位を判断し空間的な位置関係を理解する活動,EFFECT_L3_方位や位置関係に関する理解が深まる,opportunity_effect,24
E000431,EFFECT_L2_理科への興味・関心・意欲,EFFECT_L3_月や星の動きに対する興味・関心が高まる,hierarchy,
E000432,UNIT_L2_小学校4年,UNIT_L3_地学,hierarchy,
E000433,UNIT_L3_地学,UNIT_L4_月と星,hierarchy,
E000434,EFFECT_L3_方位や位置関係に関する理解が深まる,UNIT_L4_月と星,effect_unit,24
E000435,EFFECT_L3_月や星の動きに対する興味・関心が高まる,UNIT_L4_月と星,effect_unit,24
E000436,ICT_L2_学習支援・学習管理システム,ICT_L3_ロイロノート・スクール,hierarchy,
E000437,FUNCTION_L2_学習ログ・記録の整理,FUNCTION_L3_学習記録の可視化が可能,hierarchy,
E000438,ICT_L3_ロイロノート・スクール,FUNCTION_L3_学習記録の可視化が可能,ict_function,26
E000439,FUNCTION_L2_学習支援・管理,FUNCTION_L3_学習プロセスの俯瞰的把握が可能,hierarchy,
